OrderItemID,OrderID,ProductID,Quantity,Price
224,70,2,3,1430.58
225,71,7,1,496.28
226,71,8,1,465.69
227,71,5,2,817.6
228,72,6,2,821.66
229,72,7,3,1488.84
230,73,11,3,1168.05
231,73,12,1,364.95
232,73,9,1,433.41
233,73,6,1,410.83
234,74,6,3,1232.49
235,74,10,3,1036.77
236,75,1,1,280.72
237,76,7,2,992.56
238,77,1,2,561.44
239,77,3,1,202.27
240,77,5,3,1226.4
241,77,4,3,34.71
242,77,9,3,1300.23
243,78,7,2,992.56
244,79,11,2,778.7
245,79,1,3,842.16
246,79,2,1,476.86
247,79,8,3,1397.07
248,80,6,3,1232.49
249,80,8,3,1397.07
250,80,1,2,561.44
251,80,5,1,408.8
252,80,4,2,23.14
253,81,12,2,729.9
254,81,7,2,992.56
255,81,6,2,821.66
256,81,9,3,1300.23
257,82,12,3,1094.85
258,82,9,2,866.82
259,82,5,2,817.6
260,83,1,3,842.16
261,84,1,1,280.72
262,84,7,2,992.56
263,84,2,2,953.72
264,84,10,3,1036.77
265,84,3,3,606.81
266,85,9,2,866.82
267,85,12,3,1094.85
268,85,4,1,11.57
269,85,2,3,1430.58
270,85,11,2,778.7
271,86,12,2,729.9
272,86,8,2,931.38
273,87,1,3,842.16
274,87,10,2,691.18
275,88,9,3,1300.23
276,89,3,3,606.81
277,89,9,2,866.82
278,89,8,3,1397.07
279,89,12,2,729.9
280,90,10,1,345.59
281,90,11,3,1168.05
282,90,6,3,1232.49
283,91,6,1,410.83
284,91,3,2,404.54
285,91,9,1,433.41
286,91,5,2,817.6
287,91,10,2,691.18
288,92,10,3,1036.77
289,92,2,2,953.72
290,93,10,3,1036.77
291,93,3,3,606.81
292,93,1,2,561.44
293,93,11,3,1168.05
294,94,1,2,561.44
295,94,12,1,364.95
296,94,3,1,202.27
297,94,6,3,1232.49
298,95,7,3,1488.84
299,95,6,1,410.83
300,95,3,1,202.27
301,95,10,1,345.59
302,95,2,3,1430.58
303,96,10,1,345.59
304,96,12,3,1094.85
305,96,7,2,992.56
306,96,1,2,561.44
307,97,11,2,778.7
308,97,1,3,842.16
309,97,3,2,404.54
310,97,6,1,410.83
311,97,8,2,931.38
312,98,10,3,1036.77
313,98,1,1,280.72
314,98,7,2,992.56
315,98,11,2,778.7
316,99,9,1,433.41
317,99,3,1,202.27
318,100,2,3,1430.58
319,100,8,3,1397.07
320,100,1,1,280.72
321,100,4,3,34.71
322,100,5,2,817.6
323,101,6,1,410.83
324,101,11,1,389.35
325,102,9,3,1300.23
326,103,6,3,1232.49
327,103,7,2,992.56
328,103,5,2,817.6
329,104,8,3,1397.07
330,105,1,2,561.44
331,105,12,2,729.9
332,105,9,3,1300.23
333,105,11,1,389.35
334,105,2,1,476.86
335,106,6,1,410.83
336,106,1,3,842.16
337,106,8,2,931.38
338,106,7,1,496.28
339,106,12,3,1094.85
340,107,4,1,11.57
341,108,7,2,992.56
342,108,1,1,280.72
343,108,12,3,1094.85
344,109,9,3,1300.23
345,109,4,2,23.14
346,109,3,2,404.54
347,110,5,3,1226.4
348,111,1,3,842.16
349,112,11,2,778.7
350,113,5,2,817.6
351,113,7,3,1488.84
352,113,12,1,364.95
353,113,8,2,931.38
354,113,3,2,404.54
355,114,3,1,202.27
356,114,9,1,433.41
357,114,11,1,389.35
358,114,10,3,1036.77
359,115,3,2,404.54
360,115,4,1,11.57
361,116,7,2,992.56
362,116,12,2,729.9
363,116,9,2,866.82
364,116,4,1,11.57
365,116,5,2,817.6
366,117,4,2,23.14
367,117,12,3,1094.85
368,117,3,2,404.54
369,117,5,2,817.6
370,117,2,1,476.86
371,118,7,3,1488.84
372,118,2,1,476.86
373,118,6,3,1232.49
374,119,1,3,842.16
375,119,9,1,433.41
376,119,2,2,953.72
377,119,7,3,1488.84
378,119,12,1,364.95
379,120,9,2,866.82
380,121,12,3,1094.85
381,121,9,1,433.41
382,121,11,2,778.7
383,122,3,2,404.54
384,122,6,2,821.66
385,122,11,3,1168.05
386,122,5,3,1226.4
387,123,11,3,1168.05
388,123,12,1,364.95
389,124,4,1,11.57
390,125,10,2,691.18
391,125,3,2,404.54
392,125,7,3,1488.84
393,125,6,2,821.66
394,125,2,1,476.86
395,126,8,1,465.69
396,126,12,2,729.9
397,126,4,2,23.14
398,127,2,1,476.86
399,127,11,3,1168.05
400,127,9,1,433.41
401,127,7,3,1488.84
402,128,11,3,1168.05
403,128,1,2,561.44
404,129,5,1,408.8
405,129,9,3,1300.23
406,129,12,3,1094.85
407,129,10,2,691.18
408,129,8,2,931.38
409,130,3,2,404.54
410,130,4,2,23.14
411,131,12,3,1094.85
412,132,12,1,364.95
413,132,7,3,1488.84
414,132,9,2,866.82
415,133,9,1,433.41
416,133,3,1,202.27
417,133,7,3,1488.84
418,133,1,3,842.16
419,134,12,1,364.95
420,134,1,3,842.16
421,134,11,1,389.35
422,134,2,3,1430.58
423,134,10,1,345.59
424,135,1,2,561.44
425,135,7,1,496.28
426,135,12,2,729.9
427,135,8,1,465.69
428,135,5,1,408.8
429,136,1,2,561.44
430,136,3,3,606.81
431,137,7,2,992.56
432,137,12,3,1094.85
433,137,9,1,433.41
434,138,4,3,34.71
435,138,8,1,465.69
436,138,10,2,691.18
437,138,12,3,1094.85
438,138,9,3,1300.23
439,139,5,1,408.8
440,139,7,3,1488.84
441,140,8,3,1397.07
442,140,5,1,408.8
443,140,12,1,364.95
444,140,2,2,953.72
445,140,10,2,691.18
446,141,8,2,931.38
447,142,10,1,345.59
448,142,3,1,202.27
449,143,9,2,866.82
450,143,5,2,817.6
451,143,4,1,11.57
452,143,6,2,821.66
453,144,10,3,1036.77
454,144,12,2,729.9
455,145,8,1,465.69
456,146,8,1,465.69
457,146,2,2,953.72
458,146,3,1,202.27
459,146,1,3,842.16
460,146,9,2,866.82
461,147,12,1,364.95
462,147,10,1,345.59
463,147,2,3,1430.58
464,148,2,1,476.86
465,149,10,2,691.18
466,149,3,2,404.54
467,150,9,2,866.82
468,150,10,1,345.59
469,150,11,1,389.35
470,150,2,3,1430.58
471,151,1,1,280.72
472,151,7,3,1488.84
473,151,6,3,1232.49
474,151,2,2,953.72
475,151,5,2,817.6
476,152,2,1,476.86
477,152,3,3,606.81
478,152,5,2,817.6
479,152,6,2,821.66
480,152,10,2,691.18
481,153,6,3,1232.49
482,154,9,1,433.41
483,154,8,3,1397.07
484,154,6,3,1232.49
485,155,2,1,476.86
486,155,5,1,408.8
487,156,5,1,408.8
488,156,1,2,561.44
489,156,10,3,1036.77
490,157,5,2,817.6
491,158,7,2,992.56
492,159,2,3,1430.58
493,160,8,2,931.38
494,160,5,3,1226.4
495,160,6,1,410.83
496,160,2,3,1430.58
497,161,9,1,433.41
498,161,6,3,1232.49
499,161,3,3,606.81
500,162,5,3,1226.4
501,162,12,2,729.9
502,162,3,2,404.54
503,162,10,1,345.59
504,162,9,1,433.41
505,163,2,2,953.72
506,163,7,2,992.56
507,163,9,3,1300.23
508,164,12,1,364.95
509,164,4,2,23.14
510,165,3,3,606.81
511,165,12,3,1094.85
512,165,6,3,1232.49
513,166,1,1,280.72
514,166,10,2,691.18
515,166,6,1,410.83
516,166,12,2,729.9
517,166,5,3,1226.4
518,167,3,2,404.54
519,167,5,3,1226.4
520,168,1,2,561.44
521,169,10,1,345.59
522,169,4,1,11.57
523,170,10,2,691.18
524,170,5,3,1226.4
525,170,9,1,433.41
526,170,8,2,931.38
527,171,2,1,476.86
528,172,11,2,778.7
529,172,7,3,1488.84
530,172,2,1,476.86
531,173,2,2,953.72
532,173,5,3,1226.4
533,173,4,1,11.57
534,174,4,1,11.57
535,174,2,3,1430.58
536,174,12,3,1094.85
537,174,6,1,410.83
538,175,4,3,34.71
539,175,6,3,1232.49
540,176,3,3,606.81
541,176,4,2,23.14
542,176,2,3,1430.58
543,176,6,1,410.83
544,176,11,2,778.7
545,177,12,3,1094.85
546,177,1,3,842.16
547,177,8,2,931.38
548,178,12,1,364.95
549,178,2,2,953.72
550,178,5,3,1226.4
551,179,3,2,404.54
552,179,5,1,408.8
553,179,4,2,23.14
554,180,8,1,465.69
555,180,7,1,496.28
556,180,3,1,202.27
557,180,11,2,778.7
558,181,1,2,561.44
559,181,5,2,817.6
560,181,10,3,1036.77
561,182,6,3,1232.49
562,182,3,3,606.81
563,182,8,3,1397.07
564,182,12,1,364.95
565,182,4,2,23.14
566,183,10,3,1036.77
567,184,1,3,842.16
568,184,11,2,778.7
569,184,6,2,821.66
570,184,4,2,23.14
571,185,1,2,561.44
572,186,2,3,1430.58
573,187,8,1,465.69
574,187,3,1,202.27
575,187,12,1,364.95
576,187,10,3,1036.77
577,187,5,1,408.8
578,188,9,2,866.82
579,188,12,1,364.95
580,189,8,3,1397.07
581,189,7,3,1488.84
582,190,4,3,34.71
583,190,2,3,1430.58
584,191,10,3,1036.77
585,191,4,2,23.14
586,191,6,3,1232.49
587,191,3,3,606.81
588,192,2,3,1430.58
589,192,12,2,729.9
590,192,1,1,280.72
591,193,2,1,476.86
592,193,5,3,1226.4
593,193,10,1,345.59
594,194,4,1,11.57
595,194,3,2,404.54
596,194,5,1,408.8
597,194,11,1,389.35
598,194,2,1,476.86
599,195,12,2,729.9
600,195,10,3,1036.77
601,195,9,1,433.41
602,196,8,3,1397.07
603,196,2,1,476.86
604,196,7,2,992.56
605,197,1,2,561.44
606,197,2,1,476.86
607,197,5,3,1226.4
608,198,7,1,496.28
609,198,6,1,410.83
610,198,3,1,202.27
611,199,9,2,866.82
612,199,4,2,23.14
613,199,7,1,496.28
614,199,10,2,691.18
615,199,6,2,821.66
616,200,10,1,345.59
617,200,3,3,606.81
618,200,4,3,34.71
619,200,9,3,1300.23
620,200,12,2,729.9
621,201,7,2,992.56
622,201,6,3,1232.49
623,201,1,1,280.72
624,202,8,3,1397.07
625,202,5,1,408.8
626,202,4,1,11.57
627,202,6,1,410.83
628,202,10,1,345.59
629,203,2,2,953.72
630,203,11,1,389.35
631,203,5,1,408.8
632,203,6,1,410.83
633,203,7,3,1488.84
634,204,1,1,280.72
635,204,5,3,1226.4
636,204,2,1,476.86
637,205,12,1,364.95
638,205,4,1,11.57
639,205,8,3,1397.07
640,206,11,3,1168.05
641,207,8,1,465.69
642,207,9,1,433.41
643,207,10,3,1036.77
644,208,1,1,280.72
645,208,10,3,1036.77
646,208,9,1,433.41
647,209,3,1,202.27
648,210,10,3,1036.77
649,210,5,3,1226.4
650,210,1,3,842.16
651,211,4,3,34.71
652,211,11,1,389.35
653,211,8,3,1397.07
654,211,3,2,404.54
655,211,12,2,729.9
656,212,8,1,465.69
657,213,3,2,404.54
658,213,8,2,931.38
659,213,12,3,1094.85
660,213,4,2,23.14
661,213,6,1,410.83
662,214,8,3,1397.07
663,214,12,2,729.9
664,215,12,1,364.95
665,215,10,2,691.18
666,215,2,1,476.86
667,215,1,1,280.72
668,216,9,2,866.82
669,216,11,2,778.7
670,216,4,2,23.14
671,216,5,2,817.6
672,217,10,2,691.18
673,217,5,3,1226.4
674,217,2,2,953.72
675,217,8,3,1397.07
676,218,9,2,866.82
677,219,9,2,866.82
678,219,11,3,1168.05
679,220,3,1,202.27
680,220,7,2,992.56
681,220,2,3,1430.58
682,220,1,3,842.16
683,220,12,3,1094.85
684,221,9,3,1300.23
685,222,10,2,691.18
686,222,3,3,606.81
687,222,11,3,1168.05
688,222,9,3,1300.23
689,223,5,1,408.8
690,223,7,3,1488.84
691,223,2,2,953.72
692,224,5,3,1226.4
693,224,2,1,476.86
694,225,12,2,729.9
695,225,1,1,280.72
696,226,2,3,1430.58
697,227,10,1,345.59
698,227,5,3,1226.4
699,227,4,2,23.14
700,227,3,3,606.81
701,228,12,1,364.95
702,228,7,3,1488.84
703,228,8,1,465.69
704,229,1,3,842.16
705,229,11,3,1168.05
706,229,2,2,953.72
707,230,3,2,404.54
708,230,4,3,34.71
709,230,11,3,1168.05
710,230,9,2,866.82
711,230,10,3,1036.77
712,231,5,1,408.8
713,231,2,1,476.86
714,232,4,3,34.71
715,232,11,3,1168.05
716,233,2,3,1430.58
717,233,11,1,389.35
718,233,12,2,729.9
719,234,10,2,691.18
720,234,12,2,729.9
721,234,3,2,404.54
722,234,4,1,11.57
723,235,4,1,11.57
724,236,7,2,992.56
725,236,3,1,202.27
726,237,8,1,465.69
727,237,4,2,23.14
728,237,1,2,561.44
729,237,9,1,433.41
730,238,1,2,561.44
731,238,9,1,433.41
732,238,2,1,476.86
733,238,10,1,345.59
734,238,3,1,202.27
735,239,11,3,1168.05
736,239,1,1,280.72
737,239,3,2,404.54
738,239,8,3,1397.07
739,240,7,2,992.56
740,240,8,1,465.69
741,240,11,2,778.7
742,240,5,1,408.8
743,241,11,2,778.7
744,241,10,2,691.18
745,242,4,1,11.57
746,242,5,3,1226.4
747,242,1,2,561.44
748,242,11,2,778.7
749,243,1,1,280.72
750,243,4,2,23.14
751,244,9,3,1300.23
752,244,3,1,202.27
753,244,6,3,1232.49
754,245,12,3,1094.85
755,245,5,2,817.6
756,245,3,1,202.27
757,245,1,3,842.16
758,246,2,3,1430.58
759,246,10,2,691.18
760,246,7,2,992.56
761,246,9,2,866.82
762,247,3,2,404.54
763,247,4,1,11.57
764,247,10,2,691.18
765,248,10,2,691.18
766,249,8,1,465.69
767,249,9,3,1300.23
768,249,5,2,817.6
769,250,8,2,931.38
770,250,10,2,691.18
771,250,12,2,729.9
772,250,11,1,389.35
773,251,2,2,953.72
774,252,4,1,11.57
775,252,2,1,476.86
776,252,9,1,433.41
777,253,5,1,408.8
778,253,11,1,389.35
779,254,8,2,931.38
780,255,4,3,34.71
781,255,7,1,496.28
782,255,1,2,561.44
783,256,11,1,389.35
784,256,6,1,410.83
785,256,3,1,202.27
786,257,9,3,1300.23
787,257,12,2,729.9
788,257,6,2,821.66
789,258,3,1,202.27
790,258,7,1,496.28
791,258,11,1,389.35
792,258,5,3,1226.4
793,259,1,1,280.72
794,259,6,1,410.83
795,260,3,2,404.54
796,260,11,3,1168.05
797,260,6,3,1232.49
798,260,12,2,729.9
799,261,4,2,23.14
800,262,12,1,364.95
801,262,7,2,992.56
802,262,11,2,778.7
803,262,8,3,1397.07
804,263,6,3,1232.49
805,263,1,3,842.16
806,264,6,3,1232.49
807,265,4,3,34.71
808,266,12,1,364.95
809,266,8,2,931.38
810,266,3,2,404.54
811,266,4,2,23.14
812,267,12,2,729.9
813,267,11,2,778.7
814,267,2,2,953.72
815,267,1,1,280.72
816,267,6,3,1232.49
817,268,5,2,817.6
818,268,10,1,345.59
819,268,12,1,364.95
820,268,1,2,561.44
821,269,7,3,1488.84
822,269,2,1,476.86
823,269,6,1,410.83
824,269,12,2,729.9
825,270,2,1,476.86
826,270,10,2,691.18
827,271,2,2,953.72
828,271,12,3,1094.85
829,271,11,2,778.7
830,271,5,3,1226.4
831,272,11,3,1168.05
832,273,6,3,1232.49
833,273,2,3,1430.58
834,273,11,3,1168.05
835,273,3,1,202.27
836,273,12,1,364.95
837,274,8,2,931.38
838,275,8,2,931.38
839,275,9,2,866.82
840,275,11,2,778.7
841,275,1,3,842.16
842,275,10,2,691.18
843,276,7,1,496.28
844,276,6,2,821.66
845,277,12,2,729.9
846,278,11,2,778.7
847,279,11,1,389.35
848,279,8,3,1397.07
849,279,12,2,729.9
850,279,2,3,1430.58
851,279,6,1,410.83
852,280,12,3,1094.85
853,280,4,1,11.57
854,280,5,2,817.6
855,280,2,3,1430.58
856,280,3,3,606.81
857,281,7,3,1488.84
858,281,5,3,1226.4
859,282,1,1,280.72
860,282,12,3,1094.85
861,283,4,1,11.57
862,283,9,3,1300.23
863,283,7,1,496.28
864,283,12,3,1094.85
865,283,1,1,280.72
866,284,10,1,345.59
867,284,6,3,1232.49
868,284,2,3,1430.58
869,284,1,1,280.72
870,285,8,2,931.38
871,285,11,1,389.35
872,285,9,3,1300.23
873,286,5,3,1226.4
874,287,1,1,280.72
875,287,4,1,11.57
876,287,10,2,691.18
877,288,12,2,729.9
878,289,2,3,1430.58
879,289,7,3,1488.84
880,289,11,2,778.7
881,289,4,1,11.57
882,290,3,2,404.54
883,290,2,3,1430.58
884,290,6,2,821.66
885,290,12,3,1094.85
886,291,2,3,1430.58
887,291,9,3,1300.23
888,291,5,1,408.8
889,291,3,2,404.54
890,291,4,2,23.14
891,292,4,1,11.57
892,292,11,1,389.35
893,292,2,3,1430.58
894,292,1,2,561.44
895,292,7,3,1488.84
896,293,5,3,1226.4
897,293,12,1,364.95
898,293,1,1,280.72
899,293,8,1,465.69
900,294,7,1,496.28
901,294,11,2,778.7
902,294,6,2,821.66
903,295,8,3,1397.07
904,296,6,2,821.66
905,296,2,2,953.72
906,296,7,2,992.56
907,296,12,3,1094.85
908,296,8,2,931.38
909,297,10,1,345.59
910,297,5,3,1226.4
911,297,2,3,1430.58
912,297,4,1,11.57
913,298,6,2,821.66
914,298,12,2,729.9
915,298,7,3,1488.84
916,298,2,3,1430.58
917,298,8,1,465.69
918,299,5,2,817.6
919,299,11,3,1168.05
920,299,3,1,202.27
921,299,1,2,561.44
922,300,5,3,1226.4
923,300,3,1,202.27
924,301,5,1,408.8
925,302,1,3,842.16
926,302,3,3,606.81
927,303,2,3,1430.58
928,303,8,2,931.38
929,304,6,2,821.66
930,305,9,2,866.82
931,305,10,2,691.18
932,305,6,2,821.66
933,305,7,2,992.56
934,305,11,2,778.7
935,306,7,1,496.28
936,307,12,3,1094.85
937,307,10,3,1036.77
938,308,8,2,931.38
939,308,11,3,1168.05
940,308,10,3,1036.77
941,309,2,2,953.72
942,309,3,1,202.27
943,309,6,1,410.83
944,309,10,2,691.18
945,310,9,1,433.41
946,310,5,1,408.8
947,311,11,3,1168.05
948,311,10,1,345.59
949,311,3,1,202.27
950,312,1,2,561.44
951,312,12,2,729.9
952,312,3,3,606.81
953,313,9,1,433.41
954,313,11,3,1168.05
955,313,6,3,1232.49
956,313,5,2,817.6
957,314,5,3,1226.4
958,314,8,2,931.38
959,314,9,1,433.41
960,314,1,3,842.16
961,314,7,2,992.56
962,315,9,1,433.41
963,315,7,3,1488.84
964,315,8,3,1397.07
965,316,8,2,931.38
966,316,4,3,34.71
967,316,11,1,389.35
968,317,10,1,345.59
969,317,2,3,1430.58
970,318,8,1,465.69
971,318,5,3,1226.4
972,318,3,3,606.81
973,319,8,3,1397.07
974,319,3,2,404.54
975,319,4,3,34.71
976,319,6,2,821.66
977,320,12,2,729.9
978,320,2,2,953.72
979,320,6,3,1232.49
980,320,9,2,866.82
981,320,7,3,1488.84
982,321,6,3,1232.49
983,322,1,1,280.72
984,322,7,3,1488.84
985,323,7,1,496.28
986,323,8,2,931.38
987,323,3,3,606.81
988,324,9,3,1300.23
989,324,6,3,1232.49
990,325,7,2,992.56
991,325,2,2,953.72
992,325,5,3,1226.4
993,326,11,3,1168.05
994,326,4,1,11.57
995,326,2,2,953.72
996,327,1,2,561.44
997,327,11,3,1168.05
998,327,7,1,496.28
999,327,3,3,606.81
1000,328,5,1,408.8
1001,329,5,2,817.6
1002,329,2,3,1430.58
1003,329,4,1,11.57
1004,330,10,3,1036.77
1005,330,8,1,465.69
1006,330,4,3,34.71
1007,331,12,1,364.95
1008,332,6,1,410.83
1009,333,10,2,691.18
1010,333,6,2,821.66
1011,333,2,1,476.86
1012,334,7,3,1488.84
1013,335,10,1,345.59
1014,335,1,1,280.72
1015,335,9,2,866.82
1016,335,7,3,1488.84
1017,335,2,1,476.86
1018,336,2,1,476.86
1019,336,5,3,1226.4
1020,336,4,3,34.71
1021,336,11,2,778.7
1022,337,11,2,778.7
1023,337,1,1,280.72
1024,338,3,2,404.54
1025,339,3,3,606.81
1026,339,7,3,1488.84
1027,339,11,1,389.35
1028,339,10,3,1036.77
1029,339,1,1,280.72
1030,340,10,2,691.18
1031,340,4,1,11.57
1032,340,5,2,817.6
1033,341,8,3,1397.07
1034,341,7,2,992.56
1035,341,4,1,11.57
1036,342,2,3,1430.58
1037,342,9,2,866.82
1038,342,12,3,1094.85
1039,343,5,3,1226.4
1040,343,11,2,778.7
1041,343,3,3,606.81
1042,343,7,2,992.56
1043,344,9,1,433.41
1044,344,10,2,691.18
1045,344,8,2,931.38
1046,344,5,1,408.8
1047,345,6,1,410.83
1048,346,11,3,1168.05
1049,346,9,1,433.41
1050,346,4,2,23.14
1051,346,1,3,842.16
1052,347,12,3,1094.85
1053,348,1,3,842.16
1054,348,5,3,1226.4
1055,348,12,1,364.95
1056,348,11,2,778.7
1057,349,7,3,1488.84
1058,349,2,3,1430.58
1059,350,7,1,496.28
1060,350,3,2,404.54
1061,350,12,1,364.95
1062,350,9,3,1300.23
1063,351,4,3,34.71
1064,351,8,2,931.38
1065,351,3,3,606.81
1066,352,3,1,202.27
1067,352,5,1,408.8
1068,352,11,1,389.35
1069,352,7,3,1488.84
1070,352,2,2,953.72
1071,353,12,3,1094.85
1072,353,11,2,778.7
1073,354,4,1,11.57
1074,354,10,3,1036.77
1075,355,9,3,1300.23
1076,355,7,2,992.56
1077,356,3,1,202.27
1078,356,11,1,389.35
1079,356,4,1,11.57
1080,356,1,1,280.72
1081,356,12,3,1094.85
1082,357,8,2,931.38
1083,357,7,2,992.56
1084,357,1,3,842.16
1085,358,9,1,433.41
1086,358,1,3,842.16
1087,358,7,2,992.56
1088,358,4,3,34.71
1089,358,2,2,953.72
1090,359,4,2,23.14
1091,359,8,3,1397.07
1092,359,10,2,691.18
1093,359,12,1,364.95
1094,359,3,1,202.27
1095,360,4,3,34.71
1096,360,9,3,1300.23
1097,360,3,2,404.54
1098,361,11,2,778.7
1099,361,2,1,476.86
1100,361,1,3,842.16
1101,361,6,1,410.83
1102,361,3,2,404.54
1103,362,9,3,1300.23
1104,362,10,2,691.18
1105,363,9,2,866.82
1106,363,1,2,561.44
1107,363,10,2,691.18
1108,364,7,2,992.56
1109,364,5,3,1226.4
1110,364,3,2,404.54
1111,365,10,1,345.59
1112,365,2,3,1430.58
1113,365,7,2,992.56
1114,366,7,3,1488.84
1115,366,6,1,410.83
1116,366,5,3,1226.4
1117,366,12,1,364.95
1118,367,2,1,476.86
1119,367,5,3,1226.4
1120,367,12,3,1094.85
1121,367,10,3,1036.77
1122,367,1,2,561.44
1123,368,5,2,817.6
1124,369,9,3,1300.23
1125,369,8,2,931.38
1126,370,5,2,817.6
